schoolName,schoolType,schoolGov,schoolAdresse,schoolPhoneNumber,schoolEmail
Institut Préparatoire aux Etudes D'Ingénieurs de Nabeul,Supérieur/Public,Nabeul,"Campus Universitaire El Mrezka ,Nabeul",72220053, ipein@ipein.rnu.tn 
Institut Préparatoire aux Etudes d’Ingénieur de Monastir (IPEIM),Supérieur/Public,Monastir,"Rue Ibn Eljazzar ,Monastir",73500273, ipeim@ipeim.rnu.tn 
Institut Préparatoire aux Etudes d’Ingénieur de Sfax (IPEIS),Supérieur/Public,Sfax,"Route Menzel Chaker Km 0,5 ,Sfax",74241403, ipeis@ipeis.rnu.tn 
INSTITUT PRÉPARATOIRE AUX ETUDES D’INGÉNIEURS EL MANAR (IPEIEM),Supérieur/Public,Tunis,"B.P 244 ,Tunis",71874688, ipeiem@ipeiem.rnu.tn 
Institut Préparatoire aux Etudes Littéraires et des Sciences Humaines de Tunis - IPELSHT,Supérieur/Public,Tunis,"08 Place aux chevaux el Gorjani ,Tunis",71260705/71260704, ipelsht@ipelsht.rnu.tn 
Institut Préparatoire aux Etudes Scientifiques et Techniques (IPEST),Supérieur/Public,Tunis,"Route Sidi Bou Said, BP 51 La Marsa ,Tunis",71741836, webmaster@ipest.rnu.tn 
Institut Supérieur Agronomique de Chott Mariem,Supérieur/Public,Sousse,"B.P 47 Chott Mériem ,Sousse",73327534/73327542/73327544, isa.chottmeriem@iresa.agrinet.tn 
Institut Supérieur d'Administration des Affaires Sfax - ISAAS,Supérieur/Public,Sfax,"Route de l'aéroport km 4 BP 1013 ,Sfax",74680460, isaas@isaas.rnu.tn 
Institut Supérieur d'Administration des Entreprises de Gafsa - ISAEG,Supérieur/Public,Gafsa,"Rue Houssine Ben Kaddour Sidi Ahmed Zarroug ,Gafsa",76211440, webmaster@isaeg.rnu.tn 
Institut Supérieur d'Arts et Métiers de Siliana,Supérieur/Public,Siliana,"Avenue 13 Août 1956 ,Siliana",78874445, moh_layeb@yahoo.fr 
Institut Supérieur d'Électronique et de Communication Sfax (ISECS),Supérieur/Public,Sfax,"Route Menzel Chaker km 0.5 B.P. : 868 ,Sfax Ouest",74247498/74456106,None
Institut Supérieur d'Histoire du Mouvement National (I.S.H.M.N.),Supérieur/Public,Manouba,"Campus Universitaire ,Manouba",71600950, ishmn@ishmn.run.tn 
Institut Supérieur d'Informatique - ISI,Supérieur/Public,Ariana,"2 Rue Abou Raihane Bayrouni ,Ariana",71706164, isi@isi.rnu.tn 
Institut Supérieur d'informatique et de Gestion de Kairouan - ISIGK,Supérieur/Public,Kairouan,"Avenue Khemais El Alouini ,Kairouan",77236571, isigk@isigk.rnu.tn 
Institut Supérieur d'Informatique et de MultiMedia de Gabes - ISIMG,Supérieur/Public,Gabès,"Campus universitaire – BP 122, Cité El Amel 4 ,Gabès",75394229, isimg@isimg.rnu.tn 
Institut Supérieur d'Informatique et des Technologies de Communication - ISITC,Supérieur/Public,Sousse,"Rue G.P.1 ,Hammam sousse",73371571, administration@infcom.rnu 
Institut Supérieur de Biologie Appliquée de Médenine,Supérieur/Public,Médenine,"Route El Jorf - Km 22.5 ,Médenine",75633919, isbam@isbam.rnu.tn 
Institut Supérieur de Biotechnologie de Béja,Supérieur/Public,Béja,"Avenue Habib Bourguiba, BP 382 ,Béja",78443863, isbb@cck.rnu.tn 
Institut Supérieur de Biotechnologie de Monastir - ISBM,Supérieur/Public,Monastir,"Avenue Taher Hadded (B.P 74) ,Monastir",73465405, isbm@isbm.rnu.tn 
Institut Supérieur de Biotechnologie de Sfax (ISBS),Supérieur/Public,Sfax,"Route de Sokra km 4 BP 261 ,Sfax",74674354, isbs@isbs.rnu.tn 
Institut Supérieur de Biotechnologie de Sidi Thabet - ISBST,Supérieur/Public,Ariana,"BiotechPôlet, BP-66 ,Sidi Thabet",71537040, info.isbst@isbst.rnu.tn 
Institut Supérieur de Comptabilité et d'Administration des Entreprises (ISCAE),Supérieur/Public,Manouba,"Campus Universitaire ,Manouba",71600705, iscae@iscae.rnu.tn 
Institut Supérieur de Documentation (ISD),Supérieur/Public,Manouba,"Campus Universitaire ,Manouba",71601050/71601550, isd@isd.rnu.tn 
Institut Supérieur de Finances et de Fiscalité de Sousse (ISFFS),Supérieur/Public,Sousse,"Rue 18 janvier 1952 - BP 436 ,Sousse Ville",73222700, isffs@isffs.rnu.tn 
Institut Supérieur de Gestion - ISG,Supérieur/Public,Tunis,"41 Avenue de la Liberté, Bouchoucha ,Bardo",71588514/71588553, lamnjed.bensaid@isg.rnu.tn 
Institut Supérieur de Gestion de Bizerte,Supérieur/Public,Bizerte,"Campus Universitaire Menzel Abderrahmane ,Bizerte",72570780, isccb@isccb.rnu.tn 
Institut Supérieur de Gestion de Sousse (ISGS),Supérieur/Public,Sousse,"Rue Abdlaaziz il Behi . Bp 763 ,Sousse Ville",73332976/73332977, isgs@isgs.rnu.tn 
Institut Supérieur de Gestion Industrielle - ISGI,Supérieur/Public,Sfax,"Technopôle Route de tunis kM10  BP 1164 ,Sfax",74863090, isgis@isgis.rnu.tn 
Institut Supérieur de l'Animation pour la Jeunesse et la Culture - ISAJC,Supérieur/Public,Tunis,"Bir el Bey ,Tunis",71420090, contact@isajc.run.tn 
Institut Supérieur de l'Education et de la Formation Continue (ISEFC),Supérieur/Public,Tunis,"43, rue de la Liberté ,Bardo",71588225/71588327,None
Institut Supérieur de l'Informatique de Médenine,Supérieur/Public,Médenine,"Rue Djerba Km 3 , B.P 283 ,Médenine",75641716, isim@isim.rnu.tn 
Institut Supérieur de la Civilisation Islamique de Tunis,Supérieur/Public,Tunis,"11, rue la mosquée el Hawa, place maakel ezzaim ,Tunis",71569233/24835421, iscitunis@yahoo.fr 
Institut Supérieur de Langues Appliquées et de l'Informatique de Beja - ISLAIB,Supérieur/Public,Béja,"Boulevard de l'Environnement B.P 340 ,Béja",78441744, ISLAIB@islaib.rnu.tn 
Institut Supérieur de Musique de Sousse,Supérieur/Public,Sousse,"Rue Abou kacem  Chebbi ,Sousse",73239553/73239554/73239555,None
Institut Supérieur de Musique de Tunis - ISMT,Supérieur/Public,Tunis,"20, RUE DE PARIS ,Tunis",71257526, contact@ismt.rnu.tn 
Institut Supérieur de Musique et du Théâtre du Kef - ISMTK,Supérieur/Public,Kef,"Cité Eddir ,Kef",78204078, ISMTK@cck.rnu.tn 
Institut Supérieur de Musique Sfax (ISMSF),Supérieur/Public,Sfax,"Rue Mohamed Jamoussi - B.P. 143 Maghreb Arabe ,Sfax Ouest",74225545/74220610, contact@institutmusiquesfax.com 
Institut Supérieur de Pêche et d'Aquaculture de Bizerte « ISPA –Bizerte »,Supérieur/Public,Bizerte,"BP15 Rimel ,Menzel Jemil",72440070, bo.ispab@iresa.agrinet.tn 
Institut Supérieur de Promotion des Handicapés de Ksar Saïd,Supérieur/Public,Manouba,"2, Rue Jabran Khalil Jabran ,Manouba",70604120, directeur.iph@iph.org.tn 
Institut Supérieur de Sport et de l´Education Physique du Kef - ISSEPK,Supérieur/Public,Kef,"Campus universitaire Boulifa ,Kef",78238036, issepkef.fc@gmail.com 
Institut Supérieur de Théologie de Tunis,Supérieur/Public,Tunis,"11, rue la mosquée el Hawa, place maakel ezzaim ,Tunis",71575514/71575870,None
Institut Supérieur des Arts et Métiers de Gabes - ISAMG,Supérieur/Public,Gabès,"Campus universitaire, cité erriadh , Gabès-Sud. ,Gabès",75395888, info@isamgb.rnu.tn 
Institut Supérieur des Arts et Métiers de Gafsa - ISAM GAFSA,Supérieur/Public,Gafsa,"Route de Tozeur, Sidi Ahmed Zarroug ,Gafsa",76211107, contact@isamgf.rnu.tn 
Institut Supérieur des Arts et Métiers de Kairouan - ISAMK,Supérieur/Public,Kairouan,"Rue kortouba ,Kairouan",77237806, isamk@isamk.rnu.tn 
Institut Supérieur des Arts et Métiers de Kasserine,Supérieur/Public,Kasserine,"Avenue de l'Environnement ,Kasserine",77411699, isamkas@isamkas.rnu.tn 
Institut Supérieur des Arts et Métiers de Sidi Bouzid,Supérieur/Public,Sidi Bouzid,"Lotissement Taoufik Jallali ,Sidi Bouzid",76630939, isamsidibouzid@yahoo.fr 
Institut Supérieur des Arts et Métiers de Tataouine - ISAMT,Supérieur/Public,Tataouine,"BP 47, Cité El-mahrajene ,Tataouine",75846226, isamt_tata@yahoo.fr 
Institut Supérieur des Arts Multimédia de la Manouba - ISAMM,Supérieur/Public,Manouba,"Campus Universitaire ,Manouba",71603498, webmaster@isa2m.rnu.tn 
Institut Supérieur des Beaux Arts de Sousse (I.S.B.A.S),Supérieur/Public,Sousse,"Place de la gare ,Sousse",73214333, isbas@isbas.rnu.tn 
Institut Supérieur des Beaux Arts de Tunis (ISBAT),Supérieur/Public,Tunis,"Avenue de l'armée nationale Bab Sidi Abdessalem ,Omrane",71898447/71898349,None
Institut Supérieur des Beaux-Arts de Nabeul -  ISBAN,Supérieur/Public,Nabeul,"Campus universitaire, Merezga ,Nabeul",72232210, institutdesbeauxartsnabeul.adm@gmail.com 
Institut Supérieur des Cadres de l'Enfance - ISCE,Supérieur/Public,Tunis,"26, Rue Taib M'hiri - BP 66 - Dermech ,Carthage",71730436/71720044, iscenf@gmail.com 
Institut Supérieur des Etudes Appliquées en Humanité de Tozeur,Supérieur/Public,Tozeur,"Avenue Farhat Hached, Route de Nafta ,Tozeur",76470233, contact@iseahtz.rnu.tn 
Institut Supérieur des Etudes Appliquées en Humanité de Zaghouan - ISEAHZ,Supérieur/Public,Zaghouan,"Complexe Universitaire Magren ,Zaghouan",72660290, contact@iseahz.rnu.tn 
Institut Supérieur des Etudes Appliquées en Humanités de Gafsa - ISEAH,Supérieur/Public,Gafsa,"Cité des Jeunes ,Gafsa",76224328, webmaster@iseahgf.rnu.tn 
Institut Supérieur des Etudes Appliquées en Humanités de Mahdia,Supérieur/Public,Mahdia,"Av habih borguiba Rejiche ,Mahdia",73688510, contact@iseahm.rnu.tn 
Institut Supérieur des Etudes Appliquées en Humanités de Tunis (ISEAHT),Supérieur/Public,Tunis,"27, Rue Florian - Borj Zouara Bab Saadoun ,Tunis",71567720,None
Institut Supérieur des Etudes Appliquées en Humanités du Kef - ISEAHK,Supérieur/Public,Kef,"Cité Eddir ,Kef",78204963, iseah.rf2013@iseahkf.rnu.tn 
Institut Supérieur des Etudes Juridiques de Gabes - ISEJG,Supérieur/Public,Gabès,"Campus universitaire, Cité Erryadh  Zerig ,Gabès",75390434, isejg@isejg.rnu.tn 
Institut Supérieur des Études Préparatoires en Biologie Géologie (ISEP-BG),Supérieur/Public,Ariana,"49, Avenue 13 Août Choutrana II ,Soukra",71765883/70948858/70948878,None
Institut Supérieur des études Technologiques (ISET) de Ksar-Hellal,Supérieur/Public,Monastir,"Avenue hadj Ali Soua, BP 68 ,Ksar Helal",73450999/73450907, contact@isetkh.rnu.tn 
Institut Supérieur des Etudes Technologiques de Bizerte - ISET,Supérieur/Public,Bizerte,"Campus Universitaire Menzel Abderrahmen BP n° 65 ,Bizerte",72570601/72570600, isetbz@isetbz.rnu.tn 
Institut Supérieur des Etudes Technologiques de Charguia - ISET,Supérieur/Public,Tunis,"47, Rue des Entrepreneurs Charguia II  Carthage ,Tunis",71940292, info@isetch.rnu.tn 
Institut Supérieur des Etudes Technologiques de Djerba,Supérieur/Public,Médenine,"Avenue de la Liberté, Route Houmet Souk - Midoun -Djerba ,Médenine",75733109, isetjb@gmail.com 
Institut Supérieur des Etudes Technologiques de Kairouan,Supérieur/Public,Kairouan,"Campus Universitaire  Raccada ,Kairouan",77323350,None
Institut Supérieur des Etudes Technologiques de Kasserine,Supérieur/Public,Kasserine,"Campus universitaire Kasserine, BP 448 ,Kasserine",77418000, isetKasserine@gmail.com 
Institut Supérieur des Etudes Technologiques de Kebili,Supérieur/Public,Kébili,"Route de Gabès - BP n°61 ,Kébili",75494000, isetke@isetke.rnu.tn 
Institut Supérieur des Etudes Technologiques de Mahdia - ISET,Supérieur/Public,Mahdia,"Hiboun ,Mahdia",73683410,None
Institut Supérieur des Etudes Technologiques de Médenine,Supérieur/Public,Médenine,"El Fjaa Rue El-Jorf Km 22.5 B.P. 140 ,Médenine",75633351, isetmd@isetmd.rnu.tn 
Institut Supérieur des Etudes Technologiques de Nabeul,Supérieur/Public,Nabeul,"Campus Universitaire Mrezgua ,Nabeul",72220051, isetn.tn@gmail.com 
Institut Supérieur des Etudes Technologiques de Rades,Supérieur/Public,Tunis,"Avenue de France, Radès ,Tunis",71461125, directeur.iset.rades@gmail.com 
Institut Supérieur des Etudes Technologiques de Sfax - ISET,Supérieur/Public,Sfax,"Route de Mahdia Km 2.5 BP 88 A - El Bustan ,Sfax",74431425, isetsf@isetsf.net 
Institut Supérieur des Etudes Technologiques de Sousse - ISET,Supérieur/Public,Sousse,"Cité Erriadh - B.P 135 ,Sousse",73307960, admin@isetso.rnu.tn 
Institut Supérieur des Etudes Technologiques de Tataouine - ISETTA,Supérieur/Privé,Tataouine,"Cité El Mahrajen ,Tataouine",75846241, isetta@isetta.rnu.tn 
Institut Supérieur des Etudes Technologiques de Zaghouan - ISET,Supérieur/Public,Zaghouan,"Mogren ,Zaghouan",72660700, contact@isetzg.rnu.tn 
Institut Supérieur des Langues Appliquées de Moknine,Supérieur/Public,Monastir,"Avenue des Martyrs ,Moknine",73437101, islaatm@islaatm.rnu.tn 
Institut Supérieur des Langues de Gabes - ISLGB,Supérieur/Public,Gabès,"Rue Ali Jmel ,Gabès",75275344/75274244, mongikahloul@yahoo.fr 
Institut Supérieur des Langues de Nabeul - ISLN,Supérieur/Public,Nabeul,"Avenue Habib Thameur ,Nabeul",72236143/72230551, info@islain.rnu.tn 
INSTITUT SUPÉRIEUR DES LANGUES DE TUNIS,Supérieur/Public,Tunis,"14 Rue Ibn Maja ,Cité Alkhadhra",71805760/71773813/71773423, email@islt.rnu.tn 
Institut Supérieur des Mathématiques Appliqués et de l'Informatique de Kairouan,Supérieur/Public,Kairouan,"Avenue Assad Ibn Fourat ,Kairouan",77238217, ismai@ismai.rnu.tn 
Institut Supérieur des Métiers de la Mode de Monastir (IS3M),Supérieur/Public,Monastir,"Stah Jabeur ,Monastir",73461423, ismmm@ismmm.rnu.tn 
Institut Supérieur des Métiers du Patrimoine de Tunis (ISMPT),Supérieur/Public,Tunis,"10 Rue de Kélibia (Bab El Khadra) ,Tunis",71286224,None
Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine - ISSATKAS,Supérieur/Public,Kasserine,"Campus Universitaire de Kasserine BP 471 ,Kasserine",77418258, issatkas@issatkas.rnu.tn 
Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia (ISSAT),Supérieur/Public,Mahdia,"Route Rejiche ,Mahdia",73687190, issatmh@issatmh.rnu.tn 
Institut Supérieur des Sciences Appliquées et de Technologie de Mateur - ISSAT,Supérieur/Public,Bizerte,"Avenue Mohamed Bejaoui, Mateur ,Bizerte",72485481, Issatm@issatm.rnu.tn 
Institut Supérieur des Sciences Appliquées et de Technologie de Sousse (ISSATSO),Supérieur/Public,Sousse,"Cité Taffala (Ibn Khaldoun) ,Sousse",73382656, issatso@issatso.rnu.tn 
Institut Supérieur des Sciences Appliquées et des Technologies de Gabes,Supérieur/Public,Gabès,"Rue Omar ibn el Khattab ,Gabès",75392108, issatgb@issatgb.rnu.tn 
Institut Supérieur des Sciences Appliquées et Technologie de Gafsa - ISSATGF,Supérieur/Public,Gafsa,"Campus Universitaire Sidi Ahmed Zarrouk ,Gafsa",76211515, issatgf@issatgf.rnu.tn 
Institut Supérieur des Sciences Appliquées et Technologie de Kairouan - ISSATKR,Supérieur/Public,Kairouan,"Route périphérique Dar El Amen ,Kairouan",77273805/77273796, issatkr@issatkr.rnu.tn 
Institut Supérieur des Sciences Biologiques Appliquées de Tunis (ISSBAT),Supérieur/Public,Tunis,"9, Rue Docteur Zouheir Safi ,Tunis",71573721, issbat@issbat.utm.tn 
Institut Supérieur des Sciences de l'Agriculture de Chott-Mariem,Supérieur/Public,Sousse,"Chott-Mariem ,Sousse",73327534, isa.chottmeriem@iresa.agrinet.tn 
Institut Supérieur des Sciences et Techniques des Eaux Gabès,Supérieur/Public,Gabès,"Zrig ,Gabès",75395150, isstegb@isstegb.rnu.tn 
Institut Supérieur des Sciences et Technologies de l'Energie de Gafsa - ISSTEG,Supérieur/Public,Gafsa,"Route de Tozeur ,Gafsa",76211622, elhadjalichamseddine@gmail.com 
Institut Supérieur des Sciences Humaines de jendouba - ISSHJ,Supérieur/Public,Jendouba,"BP. N° 104. Jendouba Nord ,Jendouba",78610202, isshjendouba@yahoo.fr 
Institut Supérieur des Sciences Humaines de Médenine - ISSHM,Supérieur/Public,Médenine,"Route Ben Guerdane B P n° 91 ,Médenine",75644595, contact@isshm.rnu.tn 
Institut Supérieur des Sciences Humaines de Tunis,Supérieur/Public,Tunis,"Avenue de la Rabta ,Tunis",71569499/71561439, mohamed.helali@issht.rnu.tn 
Institut Supérieur Des Sciences Infirmière De Kairouan ( ispsik ),Supérieur/Privé,Kairouan,"Rue Sidi Ben Gouta ,Kairouan",28445109, paraformationkairouan@gmail.com 
Institut Supérieur des Sciences Infirmières de Sfax (ISSI Sfax),Supérieur/Public,Sfax,"Cité Erriadh ,Sfax",74465501/74465502/74465503/74465504,None
Institut Supérieur des Sciences Infirmières de Sousse,Supérieur/Public,Sousse,"BP 141 Rue MOHAMED ELKAROUI Z3 ,Sousse",73237811/73330448, issi@gnet.tn 
Institut Supérieur des Sciences Infirmières de Sousse,Supérieur/Public,Sousse,"Avenue Mohamed Karoui ,Sousse",73237811/73330448, sciencesinfirmieres@live.tn 
Institut Supérieur des Sciences Infirmières de Tunis,Supérieur/Public,Tunis,"Colline La Rabta ,Tunis",71576466,None
Institut Supérieur des Sciences Infirmières de Tunis (ISSIT),Supérieur/Public,Tunis,"Colline La Rabta ,Tunis",71570133,None
Institut Supérieur des Sciences Infirmières EL AMED,Supérieur/Public,Sousse,"03 Avenue de La Poste, Sahloul ,Sousse",73820800/73822800/21175185/97882937, contact@universite-amed.com 
Institut Supérieur des Sciences Politiques et Juridiques de Kairouan - ISEJPK,Supérieur/Public,Kairouan,"Rue Telemcen ,Kairouan",77235503, iseijpk@iseijpk.rnu.tn 
Institut Supérieur des Systèmes Industriels de Gabes,Supérieur/Public,Gabès,"Rue Salaheddine El Ayoubi ,Gabès",75291788, ssig@issig.rnu.tn 
Institut Supérieur des Technologies de l'Environnement de l'Urbanisme et du Bâtiment,Supérieur/Public,Tunis,"2 Rue de l'Artisanat Charguia ,Tunis",71940812, isteub@isteub.rnu.tn 
Institut Supérieur des Technologies de l’Information et de la Communication - ISTIC,Supérieur/Public,Ben Arous,"Technopole de Borj Cédria, Route de Soliman BP 123, Hammam Chatt ,Ben Arous",79326790/79326791/79326792, istic@istic.rnu.tn 
Institut Supérieur des Technologies Médicales de Tunis (ISTMT),Supérieur/Public,Tunis,"9 Rue Zouhair Essafi ,Tunis",71260400/71260426, contact@istmt.rnu.tn 
Institut Supérieur du Sport et de l'Education Physique de Gafsa - ISSEP,Supérieur/Public,Gafsa,"Route de Tozeur ,Gafsa",76211613/76211612,None
Institut Supérieur du Sport et de l'Education Physique de Sfax (ISSEP SFAX),Supérieur/Public,Sfax,"Route de l'Aéroport, Km 3,5, BP 384 ,Sfax",74278504/74278505, issep.sfax@issepsf.rnu.tn 
Institut Supérieur du Sport et de l’Education Physique de Ksar-Said (ISSEP KSAR SAID),Supérieur/Public,Manouba,"20 Rue des Travailleurs ,Manouba",71544630, omaratoui123@gmail.com 
INSTITUT SUPÉRIEUR D’ART DRAMATIQUE,Supérieur/Public,Tunis,"16 Rue Mikhaïl Nouaima ,Omrane",71959468/71959987, contact@isad.rnu.tn 
Institut Supérieur d’Informatique de Mahdia (ISIMa),Supérieur/Public,Mahdia,"Sidi Massoud -BP 49 ,Mahdia",73683100, isima@isima.rnu.tn 
Institut Supérieur d’Informatique et du Multimédia de Sfax (ISIMS),Supérieur/Public,Sfax,"Pôle technologique de Sfax : Route de Tunis Km 10 B.P. 242 ,Sfax",74862233, contact@isimsf.rnu.tn 
Institut Supérieur Privé des Sciences de la Santé (UPSAT),Supérieur/Privé,Tunis,"38, rue de Cologne, Lafayette ,Tunis",71289843, info@upsat.tn 
Institut Supérieur Privé des Sciences de la Santé (UPSAT),Supérieur/Privé,Sousse,"Avenue Commandant Béjaoui ,Sousse",31336112, info@upsat.tn 
Institut Sylvo-Pastoral de Tabarka (ISPT),Supérieur/Public,Jendouba,"BP.n°345 ,Tabarka",78672542, isptabarka@iresa.agrinet.tn 
Institution Laghmani,Primaire/Privé,Tunis,"Route de l'Archevêché Sidi Drif ,La Marsa",71747523/31398170, ikram.meddeb@laghmani.tn 
Institution Triki,Secondaire/Privé,Ariana,"Rue El Massaoudi ,Ariana",20760363, trikisamia752@gmail.com 
INSTITUTION TRIKI,Primaire/Privé,Ariana,"24 Bis Rue El Massoudi ,Soukra",23365469/71863598,None
INTELLIGENT PRIVATE SCHOOL (I.P.S),Primaire/Privé,Ben Arous,"BOUMHAL BASSATINE ,Ben Arous",98725564,None
International Deutsche School,Primaire/Privé,Tunis,"41 Rue Ibn Nafiss Lac 3 ,La Goulette",52521409, information@ids-tn.school 
International School of Business (ISB),Supérieur/Privé,Sfax,"Route de Mharza KM 1.5 ,Sfax Ouest",74248222/74248111/58344994, info@isb.ens.tn 
INTERNATIONAL SCHOOL OF CARTHAGE (ISC),Primaire/Privé,Tunis,"Les Jardins de Carthage, Ain Zaghouan ,La Marsa",71777722, contact@iscarthage.com 
IPEIT - Institut Préparatoire aux Etudes d'Ingénieurs de Tunis,Supérieur/Public,Tunis,"2, Rue Jawaher Lel Nehru Montfleury ,Tunis",71336641/71336653, ipeit@ipeit.rnu.tn 
Iqraa School,Primaire/Privé,Ben Arous,"Route Ezzahra-Radès ,Ezzahra",55577377,None
IqraSchool,Primaire/Privé,Monastir,"Rue abou bakr el seddik ,ZaouietKontech ,Monastir",73482250,None
IRESA,Supérieur/Public,Tunis,"30, Rue Alain Savary Tunis Belvédère ,El Menzah",71791670/71791056, bo.iresa@iresa.agrinet.tn 
ISAM Mahdia,Supérieur/Public,Mahdia,"Avenue Taher Hadad ,Mahdia",73697381,None
ISAMS | Institut Supérieur des Arts et Métiers de Sfax,Supérieur/Public,Sfax,"34 Avenue 5 Août ,Sfax",74299593/74299511, admin.isams@isams.rnu.tn 
ISC (International School of Carthage),Secondaire/Privé,Tunis,"Les Jardins de Carthage, Ain Zaghouan ,Tunis",71777722, contact@iscarthage.com 
ISchool Sousse,Primaire/Privé,Sousse,"Rue Omar ibn Abdelaziz bouhsina ,Sousse",52220010,None
ISET du KEF,Supérieur/Public,Kef,"Campus Universitaire - Boulifa ,Kef",78238001, isetkf@isetkf.rnu.tn 
ISET Jendouba,Supérieur/Public,Jendouba,"Campus Universitaire ,Jendouba",78610100, isetj@isetj.rnu.tn 
ISET Siliana,Supérieur/Public,Siliana,"Avenue nouvelle medina ,Siliana",78874600, isetsl@isetsl.rnu.tn 
Iset'com TUNIS,Supérieur/Public,Ariana,"Technopôle El Gazala ,Ariana",71857000, courriel@isetcom.rnu.tn 
ISIMM - Institut Supérieur d'Informatique et de Mathématiques de Monastir,Supérieur/Public,Monastir,"Avenue de la Corniche, BP 223 Monastir la République ,Monastir",73464167/73464168, isimm@isimm.rnu.tn 
ISSTE,Supérieur/Public,Ben Arous,"Borj Cedreia BP 1003 Hammam lif ,Ben Arous",79325555, contact@isste.rnu.tn 
"ISTITUTO SCOLASTICO ITALIANO ""G. B. Hodierna"" TUNISI",Primaire/Privé,Tunis,"Avenue Tahar Ben Ammar El Menzah 9B ,El Menzah",71873277, segreteria@istitutoscolasticoitaliano.com 
Istituto Scolastico Italiano G B Hodierna,Secondaire/Public,Ariana,"103,avenue Tahar Ben Ammar - 1013 Menzah 9 ,Soukra",71873277, segretetia@institutoscolasticoitaliano.com 
ISTLS : Institut Supérieur du Transport et de la Logistique de Sousse,Supérieur/Public,Sousse,"Cité Erriadh Sousse BP 247 ,Sousse",73304656/73304676, istls@istls.rnu.tn 
IT BUSINESS SCHOOL - ITBS,Supérieur/Privé,Nabeul,"Avenue Dali Jezi ,Nabeul",72233777, contact@itbs.tn 
iTeam University,Supérieur/Privé,Tunis,"85-87 Rue Palestine ,Tunis",71781081/22022444, info@iteam-univ.tn 
Izdihar School,Primaire/Privé,Sfax,"Route manzel cheker km1 devant lycèe 20 mars ,Sfax Ville",74461061/44230652, izdihar.school@gmail.com 
jacques Prévert,Primaire/Privé,Tunis,"23 Rue du Lac Victoria, Les Berges du Lac ,Tunis",22330385, contact@ecole-jp.com 
Jardin d'enfants L'univers,Primaire/Privé,Gafsa,"Rue Khartoum Cité Ennour ,Gafsa",96386872,None
Jean Giono,Primaire/Privé,Bizerte,"18, rue Habib Thameur ,Bizerte Nord",72432598, ejg@erlm.tn 
Jean Jacques Rousseau,Primaire/Privé,Tunis,"rue Oued Siliana Sidi Abdelaziz - Marsa Safsaf ,Tunis",71727881,None
Jean Jacques Rousseau,Primaire/Privé,Médenine,"Cité Zaouiya 2 Boumellal Houmt Souk ,Mednine Sud",23309636,None
Jean Jacques Rousseau,Primaire/Privé,Tunis,"5, rue Khaireddine / 7, rue de Lybie ,Bardo",22459276,None
Jean Jacques Rousseau - El Ghazella,Primaire/Privé,Ariana,"38 rue Daouha Cité El-Gazella ,Ariana",71762796, contact@ecole-jjrousseau.com 
Jean Jacques Rousseau Gabes,Primaire/Privé,Gabès,"8 Rue El Dorra, El Mnara, Teboulbou ,Gabès",53277015, jeanjacquesrousseaugabes@gmail.com 
Jean Jacques Rousseau Mourouj 6,Primaire/Privé,Ben Arous,"El Mourouj 6 ,Ben Arous",98691808,None
Jean Mermoz,Primaire/Privé,Ariana,"26 Avenue Mostapha Hjeij  Ariana ,Ariana",95095772,None
Jean Racine,Primaire/Privé,Ariana,"9 Rue Mohamed Hedi Amri, El Menzah 7 ,Ariana",29525252, contact@jean-racine.tn 
Jeanne d'Arc,Primaire/Privé,Tunis,"6 rue d'Angola ,Tunis",71281771/71844867,None
Jil El Mostakbel,Primaire/Privé,Monastir,"Rue des Roses ,Moknine",73435390/98677726,None
Jinen Ennajeh,Primaire/Privé,Ben Arous,"Rue de Tunis Nouvelle Medina 3 CP, Tunisie ,Ben Arous",20652162/50543928, jinene.alnajeh@gmail.com 
John Dewey School Sousse,Primaire/Privé,Sousse,"sahloul 4, jawhara ,Sousse",73823401,None
Jouhaina Academy,Primaire/Privé,Jendouba,"Route de Tunis près du pont Boujareen, début d'El Hedi Khalil ,Boussalem",98720400, jouhainaacademy@gmail.com 
Jules Verne,Primaire/Privé,Tunis,"Ain Zaghouan, derrière la maison Hyundai, sur l'autoroute Tunis ,La Marsa",55817999/53381516,None
Karimen School,Primaire/Privé,Ben Arous,"36 avenue de France 2074 El Mourouj ,Ben Arous",31402909, karimenschool@gmail.com 
KÈFI School Innovation,Primaire/Privé,Ben Arous,"Avenue 2 Mars, Cité Elhabib, Ezzahra ,Hammam Lif",97228354, mustapha.kefi@kefi-school-innovation.com 
Khaireddine Pacha,Primaire/Privé,Tunis,"134 Avenue Habib Bougatfa ,Bardo",24960048/23584561/71510005, inoubli01@gmail.com 
Khairi School,Primaire/Privé,'Tozeur',"Ras Tabia ,'Tozeur'",76470300,None
Khaldounia Lycée Privé,Secondaire/Privé,Tunis,"26 Bis Rue de l'Inde, Belvedere ,El Menzah",71831731/22160577,None
Khaled Ibn Al Walid,Primaire/Privé,Jendouba,"Rue Khaled Ibn El Walid ,Boussalem",78636148,None
KHAWARIZMI-CENTER,Supérieur/Privé,Ben Arous,"Avenue 7 Novembre 1987 (en face Terminus Métro) ,Ben Arous",71320820, commercial@khawarizmi-center.com 
